movie_display_name,$_total_box_office,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,$_domestic_DVD_sales,movie_financial_summary_production_budget
California Split,10000000,10000000,00000,,00000
State Fair,10000000,10000000,00000,,00000
Judgment at Nuremberg,10000000,10000000,00000,,3000000
The Dolly Sisters,10000000,10000000,00000,,00000
Mother Wore Tights,10000000,10000000,00000,,00000
Shaft's Big Score,10000000,10000000,00000,,00000
The Big Country,10000000,10000000,00000,,00000
Across 110th Street,10000000,10000000,00000,,00000
Gilda,10000000,10000000,00000,,00000
55 Days at Peking,10000000,10000000,00000,,17000000
Love Is a Many-Splendored Thing,10000000,10000000,00000,,00000
The Swarm,10000000,10000000,00000,,00000
Maniac,10000000,10000000,00000,,350000
The Hollywood Knights,10000000,10000000,00000,,00000
Margie,10000000,10000000,00000,,00000
Hankyu Dentetsu,9998665,00000,9998665,,00000
Return to Peyton Place,9996178,9996178,00000,,00000
Fanny,9996178,9996178,00000,,00000
The Deep End,9981635,8823109,1158526,,3000000
Dirty Work,9975684,9975684,00000,,13000000
A Family Thing,9974397,9974397,00000,,00000
Light of Day,9953193,9953193,00000,,00000
Lassie,9942954,9942954,00000,,00000
Brazil,9929135,9929135,00000,,15000000
Once Bitten,9917242,9917242,00000,,00000
Dialogue avec mon jardinier,9897351,93604,9803747,,00000
English Vinglish,9886679,1862086,8024593,,00000
Night Falls On Manhattan,9881286,9881286,00000,,00000
Explorers,9873000,9873000,00000,,00000
The Serial,9870727,9870727,00000,,00000
Maid to Order,9868000,9868000,00000,,00000
Murphy's Law,9866959,9866959,00000,,00000
Hitler Kaput!,9860147,00000,9860147,,00000
Elephant,9857377,1257377,8600000,,00000
The Black Stallion Returns,9851679,9851679,00000,,00000
Disorderlies,9832507,9832507,00000,,00000
Hanky Panky,9823934,9823934,00000,,00000
3 Strikes,9821335,9821335,00000,,4000000
Badrinath,9818936,00000,9818936,,00000
Dudley Do-Right,9818792,9818792,00000,,22000000
Jade,9812870,9812870,00000,,50000000
Gokaiger Goseiger Super Sentai 199 Hero Great Battle,9793837,00000,9793837,,00000
Paa,9791282,199228,9592054,,4300000
Serge Gainsbourg vie heroique,9765361,233007,9532354,,00000
Big Man Japan,9740796,40796,9700000,,00000
"New York, I Love You",9725060,1588087,8136973,,00000
Cloak & Dagger,9719952,9719952,00000,,00000
The Hole 3D,9716671,00000,9716671,,00000
Someone to Watch Over Me,9713059,9713059,00000,,00000
Chîmu bachisuta no eikô,9710761,00000,9710761,,00000
Somewhere in Time,9709597,9709597,00000,,5100000
Conquest of the Planet of the Apes,9700000,9700000,00000,,1700000
SpaceCamp,9697739,9697739,00000,,00000
Get Low,9696933,9176933,520000,4312393,7000000
Horst Schlammer - Isch Kandidiere!,9692564,00000,9692564,,00000
The Butcher's Wife,9689816,9689816,00000,,00000
"He Said, She Said",9684702,9684702,00000,,00000
Jerusalem,9681975,8020721,1661254,,00000
Simone,9680913,9680913,00000,,00000
Shall We Dance?,9676677,9676677,00000,,00000
Immortal Beloved,9673699,9673699,00000,,00000
The Express,9663628,9643725,19903,7664805,37500000
Winter in Wartime,9662214,542860,9119354,,5800000
Miami Blues,9654290,9654290,00000,,00000
A Rage in Harlem,9649208,9649208,00000,,00000
Young Black Stallion,9638389,6751389,2887000,,00000
Without a Trace,9632062,9632062,00000,,00000
Belly,9630169,9630169,00000,,00000
The Swan Princess,9618296,9618296,00000,,00000
Me and You and Everyone We Know,9615464,3885134,5730330,,2000000
Come tu mi vuoi,9612073,00000,9612073,,00000
Wrongfully Accused,9604029,9604029,00000,,00000
Pepe,9600000,9600000,00000,,00000
On the Waterfront,9600000,9600000,00000,,910000
The Gods Must be Crazy II,9591444,6291444,3300000,,00000
Chashme Baddoor,9587945,235401,9352544,,00000
The Dark Half,9579068,9579068,00000,,15000000
The Baby-Sitters Club,9574155,9574155,00000,,00000
Guzaarish,9573725,1026589,8547136,,00000
Monsieur Ibrahim,9564199,2824365,6739834,,00000
Scenes from a Mall,9563393,9563393,00000,,00000
Breakfast at Tiffany's,9551904,9551904,00000,,00000
The Man with Two Brains,9535225,9535225,00000,,00000
Shade,9533964,25032,9508932,,6800000
All the King's Men,9521458,7221458,2300000,,55000000
From the Hip,9518342,9518342,00000,,00000
Open Season 2,9510171,00000,9510171,28612970,00000
Thirteen,9505996,4601043,4904953,,2000000
Red Rock West,9502551,2502551,7000000,,00000
Flesh and Bone,9488998,9488998,00000,,00000
Parlami d'amore,9482854,00000,9482854,,00000
Arrancame la Vida,9475906,00000,9475906,,00000
Mr. Perfect,9472240,00000,9472240,,00000
The Journey of Natty Gann,9468512,9468512,00000,,00000
Hercules,9466655,9466655,00000,,00000
Sleeping Beauty,9464608,9464608,00000,,00000
Amos & Andrew,9461630,9461630,00000,,00000
Captivity,9459740,2686800,6772940,4066341,00000
Ahora o nunca,9456067,00000,9456067,,00000
The Wild Life,9453750,9453750,00000,,00000
The Libertine,9448623,4835065,4613558,2845389,22000000
Belka i Strelka. Zvezdnye sobaki,9445081,00000,9445081,,25000000
Ta Ra Rum Pum,9443864,872643,8571221,,7400000
Criminal Law,9443550,9443550,00000,,00000
Viva Las Vegas,9442967,9442967,00000,,00000
Veronica Guerin,9438074,1569918,7868156,,17000000
We Are Your Friends,9417474,3591417,5826057,,2000000
Secretary,9413956,4046737,5367219,,4000000
Sleepover,9408183,9408183,00000,,10000000
The Station Agent,9408027,5739376,3668651,,500000
The Brink's Job,9400000,9400000,00000,,00000
Dunston Checks In,9395724,9395724,00000,,00000
Kidnapping Granny K,9386541,00000,9386541,,00000
So Fine,9381808,9381808,00000,,00000
Stoker,9379873,1703125,7676748,,12000000
Guilty by Suspicion,9379048,9379048,00000,,00000
Ernest et Celestine,9376444,292562,9083882,150710,12500000
Death Bell,9370310,00000,9370310,,00000
Tuff Turf,9369329,9369329,00000,,00000
Super Babies: Baby Geniuses 2,9355369,9109322,246047,,20000000
The Martian Child,9352089,7500310,1851779,7795281,27000000
"Grande Seduction, La",9351407,9351407,00000,,00000
Kissing Jessica Stein,9345061,7025722,2319339,,1500000
Salvando al Soldado Perez,9330465,1400726,7929739,,4500000
Hellraiser IV: Bloodline,9321492,9321492,00000,,00000
Il 7 E L'8,9321290,00000,9321290,,00000
We're Back! A Dinosaur's Story,9315576,9315576,00000,,00000
Mad Hot Ballroom,9315135,8045515,1269620,,500000
Open Season 3,9312631,00000,9312631,12259433,00000
La nouvelle guerre des boutons,9309554,45602,9263952,,00000
Peeples,9307166,9177065,130101,2637886,15000000
Black House,9306547,00000,9306547,,00000
Promised Land,9300336,7597898,1702438,3040346,15000000
Bobby Deerfield,9300000,9300000,00000,,00000
Serbuan maut,9297407,4105123,5192284,3272802,1100000
Chaplin,9289349,9289349,00000,,00000
Salaam Namaste,9287721,1411065,7876656,,00000
Stone Cold,9286314,9286314,00000,,25000000
Lost in Yonkers,9285189,9285189,00000,,00000
On the Road,9264551,720828,8543723,801418,25000000
Le nom des gens,9261711,514237,8747474,,4600000
Angie,9252349,9252349,00000,,00000
Lolita,9250000,9250000,00000,,2000000
Jerry Springer: Ringmaster,9247881,9247881,00000,,00000
Bon Voyage!,9230769,9230769,00000,,00000
The Interns,9230769,9230769,00000,,00000
A bout portant,9230157,708215,8521942,,00000
Mrs. Brown,9217930,9217930,00000,,00000
Everybody's Fine,9208876,9208876,00000,7440072,20000000
Mon meilleur ami,9205935,1422461,7783474,,00000
Return of the Living Dead Part II,9205924,9205924,00000,,6200000
Fierce Creatures,9202671,9202671,00000,,00000
Havana,9200339,9200339,00000,,00000
Dirt,9200000,9200000,00000,,00000
The Four Horsemen of the Apocalypse,9200000,9200000,00000,,00000
Deux jours à tuer,9196127,00000,9196127,,00000
Bad Boys,9190819,9190819,00000,,00000
The Hidden,9188867,9188867,00000,,00000
State and Main,9182500,6920692,2261808,,00000
Boom Town,9172000,9172000,00000,,2000000
Hairspray,9171108,6671108,2500000,,00000
What's Eating Gilbert Grape,9170214,9170214,00000,,11000000
Celtic Pride,9169981,9169981,00000,,00000
Becket,9164370,9164370,00000,,00000
Dr. Strangelove,9164370,9164370,00000,,1800000
Evangerion shin gekijôban: Jo,9142563,107797,9034766,,00000
Dead Ringers,9134733,9134733,00000,,00000
The Valley of Decision,9132000,9132000,00000,,2160000
Send Me No Flowers,9129247,9129247,00000,,00000
Tap,9114702,9114702,00000,,00000
Miracle at St. Anna,9110458,7916887,1193571,10107522,45000000
Unfinished Song,9109857,1698952,7410905,,00000
Mientras duermes,9109597,00000,9109597,,5000000
Fantasia 2000 (Theatrical Release),9103630,9103630,00000,,80000000
Sweet Dreams,9085049,9085049,00000,,00000
Metallica Through the Never,9082906,3419967,5662939,197942,18000000
A Midsummer Night's Sex Comedy,9077269,9077269,00000,,00000
Me and Earl and the Dying Girl,9076014,6758416,2317598,,00000
Good Neighbor Sam,9072726,9072726,00000,,00000
Brave Story,9069428,00000,9069428,,00000
Le premier jour du reste de ta vie,9046096,00000,9046096,,00000
Target,9023199,9023199,00000,,00000
Trippin',9017070,9017070,00000,,3000000
Renegades,9015164,9015164,00000,,00000
Red River,9012000,9012000,00000,,3000000
White Sands,9011574,9011574,00000,,00000
Prince of the City,9000000,9000000,00000,,00000
The Conqueror,9000000,9000000,00000,,00000
Bad Dreams,9000000,9000000,00000,,00000
Beyond the Valley of the Dolls,9000000,9000000,00000,,1000000
Love Me Tender,9000000,9000000,00000,,1000000
The Inn of the Sixth Hapiness,9000000,9000000,00000,,00000
Zorba the Greek,9000000,9000000,00000,,00000
Mr. Smith Goes To Washington,9000000,9000000,00000,,1500000
Ben-Hur,9000000,9000000,00000,,3900000
Tribute,9000000,9000000,00000,,00000
Doctor Dolittle,9000000,9000000,00000,,00000
Saturn 3,9000000,9000000,00000,,00000
Tom Horn,9000000,9000000,00000,,00000
Switching Channels,9000000,9000000,00000,,00000
A Tree Grows in Brooklyn,9000000,9000000,00000,,00000
Wizards,9000000,9000000,00000,,00000
Desiree,9000000,9000000,00000,,00000
Vera Cruz,9000000,9000000,00000,,00000
Deadly Friend,8988731,8988731,00000,,00000
Cube,8969065,489220,8479845,,250000
Fatal,8929413,00000,8929413,,00000
Matinee,8925775,8925775,00000,,00000
Brainstorm,8921050,8921050,00000,,15000000
Wonderful World of the Brothers Grimm,8920615,8920615,00000,,00000
Bolero,8914881,8914881,00000,,00000
Teaching Mrs. Tingle,8910377,8910377,00000,,00000
Sunny,8909089,00000,8909089,,00000
Control,8902141,871577,8030564,,6400000
Cat's Eye,8899323,8899323,00000,,00000
The Formula,8894289,8894289,00000,,00000
DeathStalker,8890685,8890685,00000,,00000
Honey 2,8889625,00000,8889625,,00000
"Mystery, Alaska",8888143,8888143,00000,,28000000
The Inkwell,8864699,8864699,00000,,8000000
Gegege no Kitaro: Sennen Noroi Uta,8864234,00000,8864234,,00000
Hard To Hold,8853155,8853155,00000,,00000
Barney's Version,8845575,7502560,1343015,,30000000
The Return,8844785,7744785,1100000,,00000
Rob-B-Hood,8839526,00000,8839526,,00000
Apt Pupil,8838938,8838938,00000,,00000
Warlock,8824553,8824553,00000,,7000000
Gotcha,8823269,8823269,00000,,00000
The River,8818672,8818672,00000,,00000
Kinky Boots,8818428,1822428,6996000,,00000
Battery,8808213,00000,8808213,,00000
Body Double,8801940,8801940,00000,,10000000
The Hucksters,8800000,8800000,00000,,00000
Scandal,8800000,8800000,00000,,00000
Battle for the Planet of the Apes,8800000,8800000,00000,,1800000
The Green Inferno,8787893,7192291,1595602,,1000000
Banlieue 13: Ultimatum,8786375,36136,8750239,,00000
Ruby Sparks,8782978,2540106,6242872,,00000
The Rocker,8767338,6409528,2357810,9247772,15000000
The Game,8758154,00000,8758154,,00000
White Fang 2: Myth of the White Wolf,8752399,8752399,00000,,00000
The Pride and the Passion,8750000,8750000,00000,,00000
To Catch a Thief,8750000,8750000,00000,,00000
The Bachelor and the Bobby-Soxer,8750000,8750000,00000,,00000
Ghost World,8744515,6200756,2543759,,5500000
True Believer,8742000,8742000,00000,,00000
This is England,8739576,327919,8411657,,2380000
Delta Farce,8735908,8130530,605378,24214815,00000
Whatever it Takes,8735529,8735529,00000,,15000000
Yang Shan Zhou,8734350,00000,8734350,,00000
Kureyon Shinchan: bakauma_ B-ky_ gurume sabaibaru!!,8713735,00000,8713735,,00000
Suspect Zero,8712564,8712564,00000,,27000000
Running With Scissors,8706701,6860000,1846701,1877732,12000000
If You Could See What I Hear,8693512,8693512,00000,,00000
Inherent Vice,8692898,8110975,581923,734438,20000000
Baruto No Gakuen,8686010,00000,8686010,,00000
American Splendor,8685632,6003587,2682045,,2000000
Clean and Sober,8674093,8674093,00000,,00000
In the Mouth of Madness,8671748,8671748,00000,,00000
Once Upon a Crime…,8669847,8669847,00000,,00000
The Climber's High,8667202,00000,8667202,,00000
Seuls two,8659809,00000,8659809,,00000
The Machinist,8655397,1082044,7573353,,5000000
The Man With One Red Shoe,8645411,8645411,00000,,00000
Late for Dinner,8641499,8641499,00000,,00000
Village of the Damned,8635520,8635520,00000,,00000
That Was Then… This is Now,8630068,8630068,00000,,00000
MacGruber,8629895,8525600,104295,4760028,10000000
My iz budushego,8623914,00000,8623914,,00000
Secret Admirer,8622757,8622757,00000,,00000
Shaandaar,8621794,521794,8100000,,00000
Manhunter,8620929,8620929,00000,,00000
Before and After,8619397,8619397,00000,,00000
"Three Investigators and the Secret of Skeleton Island, The",8618118,00000,8618118,,00000
The Bounty,8613462,8613462,00000,,00000
How She Move,8607815,7070641,1537174,,17000000
The Year of Living Dangerously,8601065,8601065,00000,,00000
U2: Rattle and Hum,8600823,8600823,00000,,00000
Xinhai geming,8593154,135739,8457415,,30000000
De battre mon coeur s'est arrêté,8589831,1023424,7566407,,5500000
The Puppet Masters,8579626,8579626,00000,,00000
High Spirits,8578231,8578231,00000,,00000
Saturno Contro,8569001,00000,8569001,,00000
Happiness,8567220,00000,8567220,,00000
Blue Velvet,8551228,8551228,00000,,00000
Peepli Live,8544969,754836,7790133,,00000
Care Bears Movie II: A New Generation,8540346,8540346,00000,,00000
Albert Nobbs,8539003,3014696,5524307,,7500000
The Rich Man's Wife,8538318,8538318,00000,,00000
Mausam,8536942,725966,7810976,,00000
Leprechaun,8533294,8533294,00000,,00000
Oxford Blues,8531117,8531117,00000,,00000
The Big Brawl,8527743,8527743,00000,,00000
The Warrior's Way,8514325,5666340,2847985,3377997,42000000
Before Night Falls,8503459,4221817,4281642,,00000
All Dogs Go To Heaven 2,8499581,8499581,00000,,00000
Unstoppable Marriage,8491265,00000,8491265,,00000
Big Trouble,8488871,7262288,1226583,,45000000
Mischief,8483643,8483643,00000,,00000
Nothing But Trouble,8479793,8479793,00000,,00000
Wise Guys,8475466,8475466,00000,,00000
Zuì ài,8463200,00000,8463200,,00000
Le tout nouveau testament,8461624,00000,8461624,,00000
Les invasions barbares,8460000,8460000,00000,,5000000
Casa de mi Padre,8446952,5909483,2537469,3524710,6000000
Tender Mercies,8443124,8443124,00000,,00000
John Carpenter's Ghosts of Mars,8434601,8434601,00000,,28000000
Play it to the Bone,8427204,8427204,00000,,24000000
The Awakening,8415112,8415112,00000,,00000
Pushing Tin,8408835,8408835,00000,,33000000
Pinky,8400000,8400000,00000,,00000
Carbon Copy,8400000,8400000,00000,,00000
Meteor,8400000,8400000,00000,,16000000
All About Eve,8400000,8400000,00000,,00000
Body Parts,8398855,8398855,00000,,00000
The Collection,8396077,6810754,1585323,2398078,10000000
Country,8390574,8390574,00000,,00000
Love Me If You Dare,8387030,548707,7838323,,00000
Bones,8378853,7316658,1062195,,10000000
The Importance of Being Earnest,8378141,8378141,00000,,15000000
Grindhouse - Planet Terror,8374592,00000,8374592,,00000
Death to Smoochy,8374062,8355815,18247,,50000000
The Last Temptation of Christ,8373585,8373585,00000,,7000000
Jhoom Barabar Jhoom,8370665,695156,7675509,,00000
Nineteen Eighty-Four,8368371,8368371,00000,,00000
Something Wild,8362000,8362000,00000,,00000
Bon Voyage,8361736,2353728,6008008,,20000000
Yves St. Laurent,8360096,97092,8263004,,00000
Masked Rider Den-o,8353721,00000,8353721,,00000
Running Scared,8345277,6855137,1490140,,17000000
Mitt liv som hund,8345266,8345266,00000,,00000
Twin Dragons,8332431,8332431,00000,,00000
R.T.T.,8322166,00000,8322166,,00000
Asu Mare,8316282,00000,8316282,,00000
Terror in the Aisles,8316206,8316206,00000,,00000
Bug,8302995,7006708,1296287,2589587,4000000
Mr. Jones,8302752,8302752,00000,,00000
Chasing Mavericks,8300821,6002756,2298065,3224638,20000000
Beyond the Sea,8292914,6144806,2148108,,24000000
Larger Than Life,8289972,8289972,00000,,00000
Return to Paradise,8288513,8288513,00000,,00000
Bébé's Kids,8284881,8284881,00000,,00000
